FILE,BILL_NO,RUNNING_BIL,WO_NO,JOB,BILL_PERIOD,TAX_AMT,CURRENT_BILL_AMOUNT,TOTAL_AMT,TDS,RETENTION,SUB_CONTRACT_LABOUR,PF_OR_EPS_RECOVERED,ESI_EMPLOYERS_CONTRIBUTION,ESI_EMPLOYEES_CONTN_SUB_WORKER,ROUNDING_OFF
EC646FBL1000039.pdf,EC646FBL1000039,26,EC646WOD7000098,Hospet Chitradurga Road Project,03-Aug-2016 - 18-Feb-2021,0.00,0.00,0.00,0.00,-794615.00,0.00,0.00,0.00,0.00,0.00
EH321BIL1000493.pdf,EH321BIL1000493,12,EH321WOD8000161,BIAL Runway,21-Jan-2021 - 20-Mar-2021,445761.42,2476452.31,2922213.73,24765.00,123823.00,0.00,178954.00,0.00,0.00,-0.27
LE-LE160273-BIL-22-000825.pdf,LE/LE160273/BIL/22/000825,2,LE/LE160273/WOD/22/000044,MukkolaKL/TNBorderRoadProject,13-May-2022 - 20-May-2022,245979.00,1366550.00,1612529.00,27331.00,68327.50,0.00,33148.00,0.00,0.00,-0.50
LE-LE160273-BIL-22-001259.pdf,LE/LE160273/BIL/22/001259,1,LE/LE160273/WOD/22/000178,MukkolaKL/TNBorderRoadProject,01-Jul-2022 - 30-Sep-2022,110316.96,612872.00,723188.96,6129.00,30643.60,0.00,0.00,0.00,0.00,0.36
EE738BIL1000260.pdf,EE738BIL1000260,14,EE738WOD8000143,Villukuri Kanyakumari Road Project,01-Nov-2020 - 31-Mar-2021,314599.37,1747774.38,2062373.75,17478.00,87389.00,0.00,0.00,0.00,0.00,-0.25
LE-LE160144-BIL-22-000116.pdf,LE/LE160144/BIL/22/000116,17,EE738WOD8000143,Villukuri Kanyakumari Road Project,01-Nov-2021 - 31-Dec-2021,206132.58,1145181.00,1351313.58,11452.00,57259.05,0.00,19932.00,0.00,0.00,-0.47
LE-LE160273-BIL-23-000123.pdf,LE/LE160273/BIL/23/000123,1,LE/LE160273/WOD/23/000020,MukkolaKL/TNBorderRoadProject,01-Dec-2022 - 31-Dec-2022,133245.00,740250.00,873495.00,7403.00,37012.50,0.00,0.00,0.00,0.00,-0.50
EC646FBL1000040.pdf,EC646FBL1000040,16,EC646WOD7000273,Hospet Chitradurga Road Project,01-Apr-2017 - 08-Apr-2020,0.00,0.00,0.00,0.00,-488510.00,139172.00,0.00,0.00,0.00,0.00
LE-LE160273-BIL-22-000577.pdf,LE/LE160273/BIL/22/000577,1,LE/LE160273/WOD/22/000044,MukkolaKL/TNBorderRoadProject,10-May-2022 - 12-May-2022,62879.40,349330.00,412209.40,6987.00,0.00,0.00,0.00,0.00,0.00,0.40
LE-LE180986-BIL-23-000604.pdf,LE/LE180986/BIL/23/000604,1,LE/LE180986/WOD/22/000418,Mumbai Coastal Road Project - Package 4,26-Dec-2022 - 25-Jan-2023,383211.81,2128954.50,2512166.31,42579.00,106447.73,0.00,0.00,0.00,0.00,-0.42
EC197FBL0000056.pdf,EC197FBL0000056,11,EC197WOD6000126,Bijapur Gulbarga Homnabad Road Project,01-Apr-2016 - 31-Jul-2019,0.00,0.00,0.00,0.00,-264681.00,52936.00,0.00,0.00,0.00,0.00
LE-LE160273-BIL-22-001113.pdf,LE/LE160273/BIL/22/001113,3,LE/LE160273/WOD/22/000044,MukkolaKL/TNBorderRoadProject,01-Sep-2022 - 30-Sep-2022,11160.28,62001.55,73161.83,1240.00,3100.08,0.00,37779.00,0.00,0.00,-0.25
LE-LE160273-BIL-23-000317.pdf,LE/LE160273/BIL/23/000317,27,EE917WOD8000197,MukkolaKL/TNBorderRoadProject,01-Jan-2023 - 31-Jan-2023,15534.72,86304.00,101838.72,863.00,4315.20,0.00,0.00,0.00,0.00,-0.48
LE-LE160273-BIL-22-000575.pdf,LE/LE160273/BIL/22/000575,7,EE917WOD9000094,MukkolaKL/TNBorderRoadProject,01-Feb-2022 - 28-Feb-2022,8112.61,45070.05,53182.66,451.00,0.00,0.00,0.00,0.00,0.00,-0.35
LE-LE160273-BIL-22-001119.pdf,LE/LE160273/BIL/22/001119,26,EE917WOD8000197,MukkolaKL/TNBorderRoadProject,01-Jul-2022 - 31-Jul-2022,53360.28,296446.00,349806.28,2964.00,14822.30,0.00,0.00,0.00,0.00,-0.02
LE-LE160273-BIL-22-000933.pdf,LE/LE160273/BIL/22/000933,1,LE/LE160273/WOD/22/000112,MukkolaKL/TNBorderRoadProject,21-Apr-2022 - 20-May-2022,79652.92,442516.21,522169.13,4425.00,22125.81,0.00,0.00,0.00,0.00,0.32
LE-LE160273-BIL-22-001118.pdf,LE/LE160273/BIL/22/001118,1,LE/LE160273/WOD/22/000123,MukkolaKL/TNBorderRoadProject,01-Aug-2022 - 31-Aug-2022,37665.00,209250.00,246915.00,2093.00,10462.50,0.00,0.00,0.00,0.00,-0.50
LE-LE160143-BIL-22-000585.pdf,LE/LE160143/BIL/22/000585,13,EE737WOD8000281,TN/KL Border Villukuri Road Project,01-Aug-2022 - 30-Sep-2022,91553.04,508628.00,600181.04,5086.00,25431.40,0.00,0.00,0.00,0.00,-0.36
LE-LE160273-BIL-23-000312.pdf,LE/LE160273/BIL/23/000312,1,LE/LE160273/WOD/23/000056,MukkolaKL/TNBorderRoadProject,01-Jan-2023 - 31-Jan-2023,49140.54,273003.00,322143.54,2730.00,13650.15,0.00,0.00,0.00,0.00,0.39
LE-LE160273-BIL-22-000433.pdf,LE/LE160273/BIL/22/000433,24,EE917WOD8000197,MukkolaKL/TNBorderRoadProject,26-Dec-2021 - 25-Jan-2022,48495.09,269417.19,317912.28,5388.00,13470.86,0.00,108990.00,0.00,0.00,0.42
LE-LE160143-BIL-23-000026.pdf,LE/LE160143/BIL/23/000026,14,EE737WOD8000281,TN/KL Border Villukuri Road Project,01-Dec-2022 - 31-Jan-2023,208476.00,1158200.00,1366676.00,11582.00,57910.00,0.00,0.00,0.00,0.00,0.00
LE-LE160273-BIL-22-000574.pdf,LE/LE160273/BIL/22/000574,25,EE917WOD8000197,MukkolaKL/TNBorderRoadProject,01-May-2022 - 31-May-2022,61793.64,343298.00,405091.64,6866.00,17164.90,0.00,48630.00,0.00,0.00,-0.26
LE-LE160273-BIL-22-000578.pdf,LE/LE160273/BIL/22/000578,1,LE/LE160273/WOD/22/000039,MukkolaKL/TNBorderRoadProject,09-May-2022 - 10-May-2022,23277.60,129320.00,152597.60,2586.00,0.00,0.00,0.00,0.00,0.00,-0.40
LE-LE160143-BIL-22-000331.pdf,LE/LE160143/BIL/22/000331,11,EE737WOD8000281,TN/KL Border Villukuri Road Project,01-Dec-2021 - 31-Mar-2022,163625.40,909030.00,1072655.40,9090.00,45451.50,0.00,11658.00,0.00,0.00,-0.10
LE-LE190216-BIL-23-000087.pdf,LE/LE190216/BIL/23/000087,14,EJ337WOD0000157,Delhi Airport II,01-Jun-2022 - 20-Oct-2022,81289.30,451607.24,532896.54,4516.00,11290.18,0.00,0.00,0.00,0.00,0.36
E8821FBL8000006.pdf,Mobile,MISSING,E8821WOD2000014,HILL CREST,12-Jun-2012 - 30-Mar-2013,0.00,0.00,0.00,0.00,-31160.00,9348.00,0.00,0.00,0.00,0.00
LE-LE160143-BIL-22-000581.pdf,LE/LE160143/BIL/22/000581,12,EE737WOD8000281,TN/KL Border Villukuri Road Project,01-Apr-2022 - 31-Jul-2022,85233.96,473522.00,558755.96,4735.00,23676.10,0.00,0.00,0.00,0.00,-0.14
LE-LE190216-BIL-22-003949.pdf,LE/LE190216/BIL/22/003949,3,LE/LE190216/WOD/22/000071,Delhi Airport II,21-Jul-2022 - 20-Sep-2022,60960.22,338667.87,399628.09,3387.00,8466.70,0.00,50000.00,0.00,0.00,0.39
LE-LE190216-BIL-22-002816.pdf,LE/LE190216/BIL/22/002816,10,EJ337WOD0000157,Delhi Airport II,21-Mar-2022 - 20-Apr-2022,284989.32,1583274.00,1868263.32,15833.00,0.00,849317.00,0.00,0.00,0.00,0.32
LE-LE190216-BIL-22-002657.pdf,LE/LE190216/BIL/22/002657,2,LE/LE190216/WOD/22/000071,Delhi Airport II,21-Oct-2021 - 20-Mar-2022,31745.90,176366.13,208112.03,1764.00,4409.15,0.00,54278.00,0.00,0.00,-0.12
LE-LE160259-FBL-22-000002.pdf,Mobile,MISSING,EE889WOD7000057,Upgradation works at AFA hyderabad,01-Aug-2020 - 09-Jul-2022,0.00,0.00,0.00,0.00,-1089845.00,8624.00,0.00,0.00,0.00,0.00
LE-LE190216-BIL-22-001405.pdf,LE/LE190216/BIL/22/001405,1,LE/LE190216/WOD/22/000071,Delhi Airport II,21-Oct-2021 - 20-Mar-2022,96660.00,537000.00,633660.00,5370.00,13425.00,0.00,104213.00,0.00,0.00,0.00
LE-LE190216-BIL-22-004582.pdf,LE/LE190216/BIL/22/004582,13,EJ337WOD0000157,Delhi Airport II,21-Jun-2022 - 20-Oct-2022,259752.96,1443072.00,1702824.96,14431.00,36076.80,0.00,23332.00,0.00,0.00,0.16
LE-LE190250-BIL-23-000202.pdf,LE/LE190250/BIL/23/000202,7,LE/LE190250/WOD/22/000079,Asset 13 Expansion,21-Nov-2022 - 30-Nov-2022,1344.60,7470.00,8814.60,75.00,373.50,0.00,6210.00,0.00,0.00,0.10
LE-LE190250-BIL-22-000311.pdf,LE/LE190250/BIL/22/000311,1,LE/LE190250/WOD/22/000079,Asset 13 Expansion,01-Dec-2021 - 31-Mar-2022,23700.60,131670.00,155370.60,1317.00,6583.50,0.00,45890.00,0.00,0.00,0.10
LE-LE190216-BIL-22-003378.pdf,LE/LE190216/BIL/22/003378,11,EJ337WOD0000157,Delhi Airport II,21-Apr-2022 - 20-Jun-2022,212588.47,1181047.04,1393635.51,11810.00,0.00,0.00,22848.00,0.00,0.00,-0.49
LE-LE190250-BIL-23-000060.pdf,LE/LE190250/BIL/23/000060,6,LE/LE190250/WOD/22/000079,Asset 13 Expansion,16-Nov-2022 - 20-Nov-2022,34254.00,190300.01,224554.01,3806.00,9515.00,0.00,9293.00,0.00,0.00,0.01
LE-LE180243-BIL-22-001937.pdf,LE/LE180243/BIL/22/001937,3,LE/LE180243/WOD/21/000089,DwarkaExpresswayPKG4,01-Sep-2022 - 30-Sep-2022,63553.82,353076.75,416630.57,3531.00,17653.84,0.00,13822.00,0.00,0.00,-0.27
LE-LE190250-BIL-22-000599.pdf,LE/LE190250/BIL/22/000599,3,LE/LE190250/WOD/22/000079,Asset 13 Expansion,01-Sep-2022 - 30-Sep-2022,93431.07,519061.50,612492.57,5191.00,25953.08,0.00,13648.00,0.00,0.00,0.50
LE-LE190250-BIL-23-000035.pdf,LE/LE190250/BIL/23/000035,5,LE/LE190250/WOD/22/000079,Asset 13 Expansion,01-Nov-2022 - 15-Nov-2022,31255.23,173640.15,204895.38,1736.00,8682.01,0.00,0.00,0.00,0.00,0.37
LE-LE180243-BIL-23-000195.pdf,LE/LE180243/BIL/23/000195,4,LE/LE180243/WOD/21/000089,DwarkaExpresswayPKG4,25-Nov-2022 - 24-Dec-2022,62723.97,348466.50,411190.47,3485.00,17423.33,0.00,3992.00,0.00,0.00,0.15
LE-LE190216-BIL-22-001923.pdf,LE/LE190216/BIL/22/001923,9,EJ337WOD0000157,Delhi Airport II,21-Nov-2021 - 20-Mar-2022,227212.11,1262289.48,1489501.59,25246.00,0.00,0.00,19176.00,0.00,0.00,-0.41
LE-LE21M883-BIL-22-002801.pdf,LE/LE21M883/BIL/22/002801,1,LE/LE21M883/WOD/22/000607,MAHSR C4-Section 4,01-Jun-2022 - 25-Sep-2022,85284.50,473802.75,559087.25,4738.00,23690.14,0.00,38550.00,0.00,0.00,0.11
LE-LE180986-BIL-23-001823.pdf,LE/LE180986/BIL/23/001823,1,LE/LE180986/WOD/23/000224,Mumbai Coastal Road Project - Package 4,16-Mar-2023 - 23-Apr-2023,140120.60,778447.80,918568.40,7784.00,0.00,0.00,0.00,0.00,0.00,0.40
LE-LE180986-BIL-23-002360.pdf,LE/LE180986/BIL/23/002360,4,LE/LE180986/WOD/22/000418,Mumbai Coastal Road Project - Package 4,22-Jul-2023 - 24-Sep-2023,1105130.00,6139611.50,7244741.50,61396.00,306980.58,0.00,0.00,0.00,0.00,-0.01
LE-LE190250-BIL-22-000806.pdf,LE/LE190250/BIL/22/000806,4,LE/LE190250/WOD/22/000079,Asset 13 Expansion,01-Oct-2022 - 31-Oct-2022,66996.88,372204.90,439201.78,3722.00,18610.25,0.00,12791.00,0.00,0.00,-0.46
LE-LE190216-BIL-22-004064.pdf,LE/LE190216/BIL/22/004064,12,EJ337WOD0000157,Delhi Airport II,21-Jun-2022 - 20-Aug-2022,221577.16,1230984.20,1452561.36,12310.00,0.00,0.00,9450.00,0.00,0.00,0.36
LE-LE190250-BIL-22-000466.pdf,LE/LE190250/BIL/22/000466,2,LE/LE190250/WOD/22/000079,Asset 13 Expansion,01-Apr-2022 - 31-Aug-2022,187225.21,1040140.04,1227365.25,10401.00,52007.00,0.00,53644.00,0.00,0.00,0.24
LE-LE171038-FBL-23-000027.pdf,Mobile,MISSING,EH321WOD8000161,BIAL Runway,21-Mar-2021 - 31-Aug-2021,0.00,0.00,0.00,0.00,-647093.00,0.00,0.00,0.00,0.00,0.00
LE-LE160273-FBL-23-000082.pdf,Mobile,MISSING,LE/LE160273/WOD/22/000044,MukkolaKL/TNBorderRoadProject,01-Oct-2022 - 14-Mar-2023,0.00,0.00,0.00,0.00,-71427.58,0.00,18652.00,0.00,0.00,-0.42
LE-LE160273-FBL-23-000090.pdf,Mobile,MISSING,LE/LE160273/WOD/23/000142,MukkolaKL/TNBorderRoadProject,01-Aug-2023 - 11-Nov-2023,0.00,0.00,0.00,0.00,-30821.03,0.00,0.00,0.00,0.00,0.03
LE-LE160273-FBL-23-000085.pdf,Mobile,MISSING,LE/LE160273/WOD/22/000178,MukkolaKL/TNBorderRoadProject,01-Oct-2022 - 13-Mar-2023,0.00,0.00,0.00,0.00,-30643.60,0.00,21388.00,0.00,0.00,-0.40
LE-LE160273-FBL-23-000083.pdf,Mobile,MISSING,LE/LE160273/WOD/22/000112,MukkolaKL/TNBorderRoadProject,21-May-2022 - 13-Mar-2023,0.00,0.00,0.00,0.00,-22125.81,0.00,0.00,0.00,0.00,-0.19
LE-LE180243-BIL-22-001252.pdf,LE/LE180243/BIL/22/001252,2,LE/LE180243/WOD/21/000089,DwarkaExpresswayPKG4,26-May-2022 - 25-Jun-2022,19736.49,109647.18,129383.67,1096.00,5482.36,0.00,5071.00,0.00,0.00,0.31
LE-LE180986-BIL-23-001857.pdf,LE/LE180986/BIL/23/001857,3,LE/LE180986/WOD/22/000418,Mumbai Coastal Road Project - Package 4,22-Jun-2023 - 25-Jul-2023,705731.40,3920730.00,4626461.40,39207.00,196036.50,0.00,0.00,0.00,0.00,-0.10
LE-LE21M883-BIL-23-000723.pdf,LE/LE21M883/BIL/23/000723,2,LE/LE21M883/WOD/22/000607,MAHSR C4-Section 4,01-Oct-2022 - 28-Feb-2023,390681.33,2170451.85,2561133.18,21705.00,108522.59,0.00,105296.00,0.00,0.00,-0.41
LE-LE160273-FBL-23-000084.pdf,Mobile,MISSING,LE/LE160273/WOD/22/000123,MukkolaKL/TNBorderRoadProject,01-Sep-2022 - 13-Mar-2023,0.00,0.00,0.00,0.00,-10462.50,0.00,0.00,0.00,0.00,-0.50
LE-LE160273-BIL-23-000454.pdf,LE/LE160273/BIL/23/000454,1,LE/LE160273/WOD/23/000085,MukkolaKL/TNBorderRoadProject,01-Feb-2023 - 31-Mar-2023,112218.30,623435.00,735653.30,6234.00,31171.75,0.00,0.00,0.00,0.00,-0.45
LE-LE160273-FBL-23-000089.pdf,Mobile,MISSING,LE/LE160273/WOD/23/000108,MukkolaKL/TNBorderRoadProject,01-May-2023 - 11-Nov-2023,0.00,0.00,0.00,0.00,-29298.30,0.00,75107.00,0.00,0.00,0.00
LE-LE160273-BIL-23-000762.pdf,LE/LE160273/BIL/23/000762,1,LE/LE160273/WOD/23/000142,MukkolaKL/TNBorderRoadProject,01-Jul-2023 - 31-Jul-2023,110955.70,616420.53,727376.23,6164.00,30821.03,0.00,3624.00,0.00,0.00,0.20
LE-LE160273-BIL-23-000774.pdf,LE/LE160273/BIL/23/000774,28,EE917WOD8000197,MukkolaKL/TNBorderRoadProject,01-Jun-2023 - 31-Aug-2023,196557.78,1091987.64,1288545.42,10920.00,54599.38,0.00,0.00,0.00,0.00,0.04
LE-LE160273-FBL-23-000081.pdf,Mobile,MISSING,EE917WOD8000206,MukkolaKL/TNBorderRoadProject,26-Sep-2018 - 31-Mar-2019,0.00,0.00,0.00,0.00,-2500.00,0.00,0.00,0.00,0.00,0.00
LE-LE181029-BIL-23-002116.pdf,LE/LE181029/BIL/23/002116,2,LE/LE181029/WOD/22/000299,DwarkaExpresswayPKG03,01-Jun-2023 - 30-Jun-2023,9234.00,51300.00,60534.00,513.00,2565.00,0.00,16254.00,0.00,0.00,0.00
LE-LE180986-BIL-23-002785.pdf,LE/LE180986/BIL/23/002785,5,LE/LE180986/WOD/22/000418,Mumbai Coastal Road Project - Package 4,22-Jul-2023 - 24-Sep-2023,261915.17,1455084.29,1716999.46,14551.00,72754.21,0.00,0.00,0.00,0.00,0.25
LE-LE160273-FBL-23-000086.pdf,Mobile,MISSING,LE/LE160273/WOD/23/000020,MukkolaKL/TNBorderRoadProject,01-Jan-2023 - 11-Nov-2023,0.00,0.00,0.00,0.00,-37012.50,0.00,0.00,0.00,0.00,-0.50
LE-LE160273-FBL-23-000088.pdf,Mobile,MISSING,LE/LE160273/WOD/23/000085,MukkolaKL/TNBorderRoadProject,01-Apr-2023 - 11-Nov-2023,0.00,0.00,0.00,0.00,-31171.75,0.00,0.00,0.00,0.00,-0.25
LE-LE160273-FBL-23-000087.pdf,Mobile,MISSING,LE/LE160273/WOD/23/000056,MukkolaKL/TNBorderRoadProject,01-Feb-2023 - 11-Nov-2023,0.00,0.00,0.00,0.00,-13650.15,0.00,15286.00,0.00,0.00,0.00
LE-LE160143-FBL-23-000141.pdf,Mobile,MISSING,EE737WOD8000281,TN/KL Border Villukuri Road Project,01-Feb-2023 - 28-Feb-2023,0.00,0.00,0.00,0.00,-494408.00,0.00,0.00,0.00,0.00,0.00
LE-LE180986-BIL-23-000974.pdf,LE/LE180986/BIL/23/000974,2,LE/LE180986/WOD/22/000418,Mumbai Coastal Road Project - Package 4,26-Jan-2023 - 25-Mar-2023,413435.43,2296863.50,2710298.93,22969.00,114843.18,0.00,0.00,0.00,0.00,-0.25
LE-LE181029-BIL-23-000905.pdf,LE/LE181029/BIL/23/000905,1,LE/LE181029/WOD/22/000299,DwarkaExpresswayPKG03,01-Feb-2023 - 28-Feb-2023,42130.13,234056.25,276186.38,2341.00,11702.81,0.00,10911.48,0.00,0.00,0.08
LE-LE190216-BIL-23-004196.pdf,LE/LE190216/BIL/23/004196,5,EJ337WOD0000438,Delhi Airport II,21-Jun-2023 - 20-Aug-2023,3717.90,20655.00,24372.90,207.00,516.38,0.00,0.00,0.00,0.00,-0.48
LE-LE180986-BIL-24-000012.pdf,LE/LE180986/BIL/24/000012,6,LE/LE180986/WOD/22/000418,Mumbai Coastal Road Project - Package 4,25-Oct-2023 - 26-Nov-2023,983938.82,5466326.80,6450265.62,54663.00,273316.34,0.00,0.00,0.00,0.00,0.28
LE-LE160273-BIL-23-000581.pdf,LE/LE160273/BIL/23/000581,1,LE/LE160273/WOD/23/000108,MukkolaKL/TNBorderRoadProject,01-Mar-2023 - 30-Apr-2023,105473.88,585966.00,691439.88,5860.00,29298.30,0.00,0.00,0.00,0.00,-0.42
LE-LE190216-BIL-23-002864.pdf,LE/LE190216/BIL/23/002864,4,EJ337WOD0000438,Delhi Airport II,21-Nov-2021 - 20-Jun-2023,29428.82,163493.42,192922.24,1635.00,4087.34,0.00,0.00,0.00,0.00,-0.10
LE-LE160144-BIL-23-000010.pdf,LE/LE160144/BIL/23/000010,1,LE/LE160144/WOD/23/000002,Villukuri Kanyakumari Road Project,01-Nov-2022 - 31-Dec-2022,226088.64,1256048.00,1482136.64,12560.00,62802.40,0.00,0.00,0.00,0.00,0.24
LE-LE160144-FBL-23-000137.pdf,Mobile,MISSING,LE/LE160144/WOD/23/000002,Villukuri Kanyakumari Road Project,01-Jan-2023 - 31-Mar-2023,0.00,0.00,0.00,0.00,-62802.40,0.00,0.00,0.00,0.00,0.40
E4134FBL2000151.pdf,Mobile,MISSING,LE090255/E392,TAJ HOTEL AT DWARKA,23-Oct-2012 - 23-Oct-2012,0.00,0.00,0.00,0.00,-45756.00,0.00,0.00,0.00,0.00,0.00
LE-LE190216-BIL-23-002865.pdf,LE/LE190216/BIL/23/002865,17,EJ337WOD0000157,Delhi Airport II,21-Feb-2023 - 20-Jun-2023,344714.26,1915079.20,2259793.46,19151.00,47876.98,569409.00,22905.00,0.00,0.00,0.48
LE-LE160143-FBL-23-000142.pdf,Mobile,MISSING,LE/LE160143/WOD/23/000002,TN/KL Border Villukuri Road Project,01-Jan-2023 - 30-Apr-2023,0.00,0.00,0.00,0.00,-42840.00,0.00,0.00,0.00,0.00,0.00
LE-LE190216-BIL-23-001778.pdf,LE/LE190216/BIL/23/001778,16,EJ337WOD0000157,Delhi Airport II,01-Nov-2022 - 31-Mar-2023,126864.49,704802.72,831667.21,7048.00,17620.07,0.00,21721.00,0.00,0.00,0.14
LE-LE181029-BIL-23-002665.pdf,LE/LE181029/BIL/23/002665,4,LE/LE181029/WOD/22/000299,DwarkaExpresswayPKG03,01-Jul-2023 - 31-Aug-2023,28992.75,161070.85,190063.60,1611.00,8053.54,0.00,20340.00,0.00,0.00,0.06
LE-LE190216-BIL-23-004197.pdf,LE/LE190216/BIL/23/004197,18,EJ337WOD0000157,Delhi Airport II,21-Jun-2023 - 20-Aug-2023,135965.70,755365.00,891330.70,7554.00,18884.13,28497.00,22104.00,0.00,0.00,-0.43
LE-LE190250-BIL-23-000427.pdf,LE/LE190250/BIL/23/000427,1,LE/LE190250/WOD/23/000060,Asset 13 Expansion,01-Apr-2022 - 30-Nov-2022,107999.99,599999.96,707999.95,30000.00,30000.00,0.00,3449.00,0.00,0.00,-0.05
LE-LE190216-BIL-23-000663.pdf,LE/LE190216/BIL/23/000663,4,LE/LE190216/WOD/22/000071,Delhi Airport II,21-Sep-2022 - 20-Jan-2023,37393.81,207743.40,245137.21,2077.00,5193.59,0.00,0.00,0.00,0.00,-0.37
LE-LE190216-BIL-23-001030.pdf,LE/LE190216/BIL/23/001030,15,EJ337WOD0000157,Delhi Airport II,21-Sep-2022 - 31-Jan-2023,105537.17,586317.60,691854.77,5863.00,14657.94,128943.69,75288.00,0.00,0.00,0.14
LE-LE160144-FBL-23-000138.pdf,Mobile,MISSING,LE/LE160144/WOD/23/000001,Villukuri Kanyakumari Road Project,01-Jan-2023 - 29-Apr-2023,0.00,0.00,0.00,0.00,-33540.95,0.00,0.00,0.00,0.00,-0.05
LE-LE160144-BIL-23-000009.pdf,LE/LE160144/BIL/23/000009,1,LE/LE160144/WOD/23/000001,Villukuri Kanyakumari Road Project,01-Oct-2022 - 31-Oct-2022,71077.67,394875.93,465953.60,3949.00,19743.80,0.00,0.00,0.00,0.00,-0.20
LE-LE160143-BIL-23-000060.pdf,LE/LE160143/BIL/23/000060,1,LE/LE160143/WOD/23/000002,TN/KL Border Villukuri Road Project,01-Mar-2023 - 30-Apr-2023,154224.00,856800.00,1011024.00,8568.00,42840.00,0.00,0.00,0.00,0.00,0.00
LE-LE190250-BIL-24-000190.pdf,LE/LE190250/BIL/24/000190,11,LE/LE190250/WOD/22/000079,Asset 13 Expansion,01-Jun-2023 - 31-Dec-2023,34965.17,194250.96,229216.13,1943.00,9712.55,0.00,3171.00,0.00,0.00,-0.42
LE-LE160144-BIL-23-000021.pdf,LE/LE160144/BIL/23/000021,2,LE/LE160144/WOD/23/000001,Villukuri Kanyakumari Road Project,01-Dec-2022 - 31-Dec-2022,49669.74,275943.00,325612.74,2759.00,13797.15,0.00,0.00,0.00,0.00,-0.41
LE-LE160273-FBL-23-000080.pdf,Mobile,MISSING,EE917WOD8000197,MukkolaKL/TNBorderRoadProject,01-Sep-2023 - 11-Nov-2023,0.00,0.00,0.00,0.00,-586001.13,213018.00,0.00,0.00,0.00,0.43
LE-LE190137-BIL-23-003558.pdf,LE/LE190137/BIL/23/003558,1,LE/LE190137/WOD/23/000559,Mumbai Coastal Road Package 1,26-Jul-2023 - 25-Sep-2023,255980.07,0.00,255980.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LE-LE190137-BIL-24-000009.pdf,LE/LE190137/BIL/24/000009,3,LE/LE190137/WOD/23/000559,Mumbai Coastal Road Package 1,26-Sep-2023 - 25-Nov-2023,219158.38,1217546.56,1436704.94,12175.00,60877.33,0.00,0.00,0.00,0.00,-0.39
LE-LE180243-BIL-23-001501.pdf,LE/LE180243/BIL/23/001501,5,LE/LE180243/WOD/21/000089,DwarkaExpresswayPKG4,01-May-2023 - 31-May-2023,26477.64,147098.00,173575.64,1471.00,7354.90,0.00,4086.00,0.00,0.00,-0.26
LE-LE160144-FBL-23-000129.pdf,Mobile,MISSING,EE738WOD8000143,Villukuri Kanyakumari Road Project,01-Jan-2022 - 31-Mar-2022,0.00,0.00,0.00,0.00,-897780.66,263013.00,61578.00,0.00,0.00,-0.34
LE-LE190137-BIL-23-003916.pdf,LE/LE190137/BIL/23/003916,4,LE/LE190137/WOD/23/000522,Mumbai Coastal Road Package 1,26-Sep-2023 - 25-Oct-2023,6615.00,36750.00,43365.00,368.00,1837.50,0.00,0.00,0.00,0.00,-0.50
LE-LE190250-BIL-23-000628.pdf,LE/LE190250/BIL/23/000628,9,LE/LE190250/WOD/22/000079,Asset 13 Expansion,01-Feb-2023 - 31-May-2023,56519.53,313997.40,370516.93,3140.00,15699.87,0.00,1351.00,0.00,0.00,0.06
LE-LE190137-BIL-24-000114.pdf,LE/LE190137/BIL/24/000114,5,LE/LE190137/WOD/23/000522,Mumbai Coastal Road Package 1,26-Oct-2023 - 25-Nov-2023,43776.65,243203.63,286980.28,2432.00,12160.18,0.00,0.00,0.00,0.00,0.10
LE-LE190250-BIL-23-000905.pdf,LE/LE190250/BIL/23/000905,10,LE/LE190250/WOD/22/000079,Asset 13 Expansion,01-May-2023 - 31-May-2023,158665.23,881473.50,1040138.73,8815.00,44073.68,0.00,3633.00,0.00,0.00,0.06
LE-LE190137-BIL-24-000571.pdf,LE/LE190137/BIL/24/000571,6,LE/LE190137/WOD/23/000559,Mumbai Coastal Road Package 1,26-Dec-2023 - 25-Jan-2024,511761.28,2843118.20,3354879.48,28431.00,142155.91,0.00,0.00,0.00,0.00,-0.43
LE-LE190137-BIL-24-000583.pdf,LE/LE190137/BIL/24/000583,6,LE/LE190137/WOD/23/000522,Mumbai Coastal Road Package 1,26-Nov-2023 - 25-Dec-2023,29861.40,165896.68,195758.08,1659.00,8294.83,0.00,0.00,0.00,0.00,0.25
LE-LE21M883-BIL-23-004537.pdf,LE/LE21M883/BIL/23/004537,4,LE/LE21M883/WOD/22/000607,MAHSR C4-Section 4,26-Sep-2023 - 25-Oct-2023,54723.60,304020.00,358743.60,3040.00,15201.00,0.00,12858.00,0.00,0.00,-0.40
LE-LE190137-BIL-23-003711.pdf,LE/LE190137/BIL/23/003711,2,LE/LE190137/WOD/23/000559,Mumbai Coastal Road Package 1,26-Jul-2023 - 25-Sep-2023,255980.07,1422111.52,1678091.59,14221.00,71105.58,0.00,0.00,0.00,0.00,0.02
LE-LE190250-BIL-23-000395.pdf,LE/LE190250/BIL/23/000395,8,LE/LE190250/WOD/22/000079,Asset 13 Expansion,01-Dec-2022 - 03-May-2023,151458.17,841434.30,992892.47,8414.00,42071.72,0.00,11614.00,0.00,0.00,-0.24
